order_item_id,order_id,item_id,item_name,price,quantity,line_total
9915,204623,106,Lakhnavi Pulav,315,1,315
9916,204624,617,Chilli Garlic Egg Noodles,190,2,380
9917,204624,1169,Paneer Tikka Achari,279,2,558
9918,204624,909,New York Cheesecake,209,2,418
9919,204625,152,Grilled Chicken With Thyme Sauce,350,1,350
9920,204626,1139,Veg Paratha,70,2,140
9921,204626,665,Murgh Reshmi Seekh Kebab,315,1,315
9922,204627,1139,Veg Paratha,70,1,70
9923,204627,839,Thai Fried Prawns,350,1,350
9924,204627,433,Paneer Tikka Dry Malai [8 Pieces],299,1,299
9925,204628,822,Baby Corn Chilli Fried Rice,255,1,255
9926,204628,758,American Cheese Balls,210,2,420
9927,204628,499,Brownie With Choclate Sauce,51,1,51
9928,204629,1188,Hyd. Mutton Biriyani (fry Pieces),280,1,280
9929,204629,358,Swiss Cake 800 ML,315,1,315
9930,204630,545,Traditional Legume Pesto,430,1,430
9931,204630,344,Crispy Fried Calamari & Sea Prawns,495,1,495
9932,204630,697,Chocolate Mint Fresh Batch Ice Cream Tub - 1 L,571,1,571
9933,204631,35,Mangalorean Style - White Pomfret Fish Curry [1pc],399,1,399
9934,204631,181,Chicken garlic kebab (6 pcs),315,2,630
9935,204632,1026,Kadhi Gole,309,1,309
9936,204632,714,Potato Bhaji (4 Pcs),50,2,100
9937,204633,541,Soya Keema Masala,360,1,360
9938,204634,1178,Black Peppered Chicken Noodles,210,1,210
9939,204634,112,Monster Mango Loco (350 ml),105,1,105
9940,204634,1053,Curryleaf Chicken,269,1,269
9941,204635,1001,Paneer Mumtaj,259,1,259
9942,204635,1071,Chatpata Tandoori Aloo,260,1,260
9943,204635,430,Gulab Jamun - 2 Piece,60,1,60
9944,204636,130,Prawns In Chilli Basil Sauce,545,1,545
9945,204636,245,Kashmiri Grilled Prawns,350,3,1050
9946,204636,303,Tuscan Tiramisu Dessert Jar,119,1,119
9947,204637,16,Ghee South Indian Flavoured Rice,235,1,235
9948,204638,219,Chicken Biryani [500gms] Served With Mixveg Raita,249,3,747
9949,204638,250,Tawa Gobhi Paratha (2 Pcs),149,1,149
9950,204639,848,Exotic Vegetables In Spicy Bean Sauce,645,1,645
9951,204639,1143,Smoked Pork,360,1,360
9952,204639,1057,Basil Lemonade,89,1,89
9953,204640,125,Pesto Paneer,380,1,380
9954,204640,637,Chicken Mushroom,235,2,470
9955,204640,586,Hot and Sour Chicken,280,1,280
9956,204641,877,Veg Jaipuri Rice Bowl,199,1,199
9957,204641,208,Peri Peri Fries,90,1,90
9958,204642,18,Executive Mushroom Biryani [500 Ml],128,1,128
9959,204642,15,Dahikebab,339,1,339
9960,204642,951,Oreo Tahiti Thickshake/ Slow Sipper,119,1,119
9961,204643,280,Chicken Mughlai,233,1,233
9962,204644,805,Sichuan Veg Fried Rice,190,1,190
9963,204644,198,Almond Carnival 80gm,75,1,75
9964,204645,372,Anda Biryani,300,1,300
9965,204645,559,Egg Omelette (2 Eggs),110,1,110
9966,204646,979,Chicken-Scalloppine,635,1,635
9967,204646,705,Dry Fruit Shake,110,2,220
9968,204647,130,Prawns In Chilli Basil Sauce,545,1,545
9969,204647,433,Paneer Tikka Dry Malai [8 Pieces],299,1,299
9970,204648,993,Prawn Chengdu Chowmien,300,1,300
9971,204648,1053,Curryleaf Chicken,269,1,269
9972,204649,163,Malai Kofta (sweet) (400 -500 Grm),279,1,279
9973,204650,579,Kungpao Veg With Rice,285,3,855
9974,204650,516,Cheese Dahi Puri,75,1,75
9975,204651,1184,Fish Curry Rice Bowl,209,1,209
9976,204651,714,Potato Bhaji (4 Pcs),50,1,50
9977,204651,148,Mocha Thick Shake,185,1,185
9978,204652,798,Chicken Kolhapuri,249,1,249
9979,204652,1146,Badam Milk,28,1,28
9980,204653,752,Ginger Fish Sauce,330,1,330
9981,204653,898,Chicken Dry Pepper,190,1,190
9982,204653,58,Plain Curd (300ml),49,1,49
9983,204654,1139,Veg Paratha,70,1,70
9984,204654,275,Paneer Paratha [pc 1],220,2,440
9985,204654,67,Tea,90,1,90
9986,204655,545,Traditional Legume Pesto,430,1,430
9987,204655,1193,Chicken Pepper Dry [boneless],255,2,510
9988,204656,851,Desi Style Mutton Curry,560,1,560
9989,204657,269,Vegetable Balls In Hot Garlic Sauce,300,1,300
9990,204657,875,Dachen Chicken,299,1,299
9991,204658,1148,Murgh Dum Biryani,260,1,260
9992,204658,473,Murg Sheek Kebab,155,1,155
9993,204658,237,Pineapple Single Blends,155,1,155
9994,204659,595,Veg Pulao (250 Gms),48,1,48
9995,204660,442,Vegetable Pulao (Amul Butter),169,1,169
9996,204660,559,Egg Omelette (2 Eggs),110,1,110
9997,204661,6,Paneer Pasanda,230,1,230
9998,204661,381,Kai Ga Prao,260,2,520
9999,204662,390,Veg Fried Rice And Gravy,285,1,285
10000,204662,209,Kodubale 200Gms,95,2,190
10001,204663,1019,Palak Dal,140,2,280
10002,204663,66,Banana Bhaji (4 Pcs),50,1,50
10003,204663,685,Pour Over-Hot,171,2,342
10004,204664,646,Royal Chicken Rice Bowl (Jumbo),329,1,329
10005,204664,326,Chicken Achari Tikka,420,1,420
10006,204664,950,Fresh Mango ( Seasonal ) Fresh Batch Ice Cream Tub - 1 L,476,1,476
10007,204665,1187,Gobi Chinese Chilli Gravy,330,2,660
10008,204665,569,Crispy Babycorn Manchurian,450,1,450
10009,204666,541,Soya Keema Masala,360,1,360
10010,204666,167,Max Tandoori Chicken Kasuri,300,1,300
10011,204666,428,Malpua (2 Pcs),50,1,50
10012,204666,222,Neelkamal Special Toast [1 Toast],169,1,169
10013,204667,1085,Paneer Butter Masala Thali,289,1,289
10014,204668,724,Malvani Chicken Curry,280,2,560
10015,204668,58,Plain Curd (300ml),49,1,49
10016,204668,1005,Fig & Honey Ice Cream Scoop,60,1,60
10017,204669,723,Cheese Pulao (250 Gms),51,1,51
10018,204669,262,Cheezy Choley Bhature,249,2,498
10019,204670,129,Naadan Mutton Curry,350,1,350
10020,204671,125,Pesto Paneer,380,2,760
10021,204671,670,Tandoori Aloo,300,1,300
10022,204671,604,Bounty Peda 1 Kg,600,1,600
10023,204672,508,Punjabi Dal Combo,240,1,240
10024,204672,204,Pineapple Delight,51,1,51
10025,204673,224,Dahiwala Bhuna Kukkad,350,1,350
10026,204673,670,Tandoori Aloo,300,1,300
10027,204673,588,Pista Malai 800 ML,137,1,137
10028,204674,201,Braised Pork Grilled Tacos,375,1,375
10029,204674,720,Boneless Chicken Nagarjuna Roast,355,1,355
10030,204674,623,Choco Nut Sundae,135,2,270
10031,204675,378,Singapore Noodles,285,2,570
10032,204675,242,Chat-pata Dhaba Chilli Cauliflower,345,1,345
10033,204675,184,Boondi Jaljeera,100,1,100
10034,204676,127,Mixed Vegetable Paratha PD,150,1,150
10035,204676,1134,Namprik Prawns,330,1,330
10036,204676,909,New York Cheesecake,209,1,209
10037,204677,185,Butter tandoori roti,40,1,40
10038,204677,297,50-50 Paratha,89,1,89
10039,204678,887,Aloo Mattar Dry,95,1,95
10040,204679,781,Punjabi Egg Curry [250 Gm],110,1,110
10041,204680,836,Dal Lasuni Tadka,240,1,240
10042,204680,15,Dahikebab,339,1,339
10043,204680,328,Bhel puri,70,1,70
10044,204681,892,Alu Gobi Masala,224,1,224
10045,204682,1044,Fujian Rice Chicken,330,1,330
10046,204682,890,Baby corn Manchurian Dry,199,3,597
10047,204682,990,Solkadi,169,1,169
10048,204683,1044,Fujian Rice Chicken,330,1,330
10049,204683,64,Chilly Chicken Andhra Style,289,1,289
10050,204684,877,Veg Jaipuri Rice Bowl,199,1,199
10051,204684,222,Neelkamal Special Toast [1 Toast],169,1,169
10052,204684,902,Mocha Brownie Fudge [loose Tub 500 Ml],200,1,200
10053,204685,667,Yellow Pad Thai Noodles,279,1,279
10054,204685,167,Max Tandoori Chicken Kasuri,300,1,300
10055,204685,503,Macaco Banana,180,1,180
10056,204686,877,Veg Jaipuri Rice Bowl,199,1,199
10057,204687,606,Fish Biryani,329,1,329
10058,204687,637,Chicken Mushroom,235,1,235
10059,204687,529,Chicken Spring Roll + Coke (300 Ml ),330,1,330
10060,204688,224,Dahiwala Bhuna Kukkad,350,1,350
10061,204688,588,Pista Malai 800 ML,137,1,137
10062,204688,593,Prawn Fry,250,1,250
10063,204689,929,Veg Chilli Garlic Noodles,210,1,210
10064,204689,890,Baby corn Manchurian Dry,199,1,199
10065,204690,1117,Dal Punjabi,95,1,95
10066,204691,1093,Mongolian Chicken Rice,330,1,330
10067,204691,1083,Ebi Tempura,620,1,620
10068,204692,96,Sannas With Pineapple Gassi And Coconut Chutney,335,1,335
10069,204692,181,Chicken garlic kebab (6 pcs),315,1,315
10070,204693,1136,Hyderabadi Bhurji Rice [400 Gm],210,1,210
10071,204693,290,Doda Burfi,188,1,188
10072,204694,341,Chinese Chopsuey,300,1,300
10073,204694,239,Punjabi Salted Lassi,99,1,99
10074,204695,341,Chinese Chopsuey,300,1,300
10075,204695,895,Chicken boti kebab (6 pcs),315,2,630
10076,204695,953,Kitkat Milkshake,87,1,87
10077,204696,809,Devils Prawn,380,1,380
10078,204696,717,Mushroom Chilly Dry,110,1,110
10079,204696,393,Dilliwala Masala Chaas,100,1,100
10080,204697,877,Veg Jaipuri Rice Bowl,199,1,199
10081,204697,64,Chilly Chicken Andhra Style,289,1,289
10082,204697,597,Watermelon Iced Tea,200,1,200
10083,204698,1145,Fixed Lunch Sunday,280,1,280
10084,204699,152,Grilled Chicken With Thyme Sauce,350,1,350
10085,204699,140,Day Spl Chicken,200,1,200
10086,204700,687,Baked Mughlai Paneer,215,1,215
10087,204701,729,Hyderabad Chicken Biryani,190,1,190
10088,204701,1020,Wok Tossed Chilli Fish,590,1,590
10089,204701,318,Masala Sprite,60,1,60
10090,204702,545,Traditional Legume Pesto,430,1,430
10091,204703,447,Mushroom Pepper Kurma,190,1,190
10092,204703,1071,Chatpata Tandoori Aloo,260,1,260
10093,204703,422,Punjabi Lassi,48,1,48
10094,204704,18,Executive Mushroom Biryani [500 Ml],128,1,128
10095,204705,541,Soya Keema Masala,360,2,720
10096,204706,368,General Taos Chicken,655,2,1310
10097,204706,986,Rasgulla Tin Pack,119,2,238
10098,204707,579,Kungpao Veg With Rice,285,1,285
10099,204707,167,Max Tandoori Chicken Kasuri,300,1,300
10100,204708,822,Baby Corn Chilli Fried Rice,255,2,510
10101,204708,380,Simply Nachos,250,1,250
10102,204708,209,Kodubale 200Gms,95,1,95
10103,204709,947,Chicken Lababdar B/L,320,1,320
10104,204710,617,Chilli Garlic Egg Noodles,190,1,190
10105,204710,1134,Namprik Prawns,330,2,660
10106,204711,1044,Fujian Rice Chicken,330,1,330
10107,204711,457,Chicken Sholay Kabab (B/L),319,1,319
10108,204711,335,North Executive Thali + Watermelon Juice,220,1,220
10109,204711,559,Egg Omelette (2 Eggs),110,1,110
10110,204712,587,Garlic Cheese Kulcha,48,1,48
10111,204712,720,Boneless Chicken Nagarjuna Roast,355,1,355
10112,204712,10,Sweet Boondhi,100,1,100
10113,204713,836,Dal Lasuni Tadka,240,2,480
10114,204713,373,Matar Paratha ( 1 Pc ),139,1,139
10115,204714,1115,Bonless Chicken Dum Biryani,350,1,350
10116,204714,567,Indonesian Mushroom,250,1,250
10117,204715,125,Pesto Paneer,380,1,380
10118,204716,1167,Jeera Aloo( Served With 3 Fulkas),239,2,478
10119,204717,851,Desi Style Mutton Curry,560,1,560
10120,204717,275,Paneer Paratha [pc 1],220,2,440
10121,204717,766,Garam Jalebi,143,1,143
10122,204718,103,Crispy Brown Onion Chicken Fried Rice,210,1,210
10123,204718,181,Chicken garlic kebab (6 pcs),315,1,315
10124,204718,902,Mocha Brownie Fudge [loose Tub 500 Ml],200,2,400
10125,204719,185,Butter tandoori roti,40,1,40
10126,204719,714,Potato Bhaji (4 Pcs),50,1,50
10127,204720,606,Fish Biryani,329,1,329
10128,204720,66,Banana Bhaji (4 Pcs),50,1,50
10129,204721,781,Punjabi Egg Curry [250 Gm],110,1,110
10130,204721,245,Kashmiri Grilled Prawns,350,2,700
10131,204722,258,Mushroom Masala Rice Bowl,149,2,298
10132,204722,66,Banana Bhaji (4 Pcs),50,2,100
10133,204723,823,Veg Tawa Style,370,1,370
10134,204723,703,Gobi 65,185,1,185
10135,204724,646,Royal Chicken Rice Bowl (Jumbo),329,1,329
10136,204724,66,Banana Bhaji (4 Pcs),50,1,50
10137,204724,559,Egg Omelette (2 Eggs),110,1,110
10138,204725,1044,Fujian Rice Chicken,330,1,330
10139,204726,613,Grilled Chicken Grilled Tacos,340,1,340
10140,204726,422,Punjabi Lassi,48,1,48
10141,204727,472,Boneless Mutton Keema Hyderabadi,450,1,450
10142,204728,836,Dal Lasuni Tadka,240,1,240
10143,204729,280,Chicken Mughlai,233,2,466
10144,204729,123,Murg E Pathani Full,415,1,415
10145,204729,946,Mango Pickle - 250Gms,99,1,99
10146,204730,798,Chicken Kolhapuri,249,1,249
10147,204730,634,Doda Barfi 1 Kg,660,1,660
10148,204731,1173,Murgh Bemisal,449,1,449
10149,204731,433,Paneer Tikka Dry Malai [8 Pieces],299,2,598
10150,204732,805,Sichuan Veg Fried Rice,190,1,190
10151,204732,569,Crispy Babycorn Manchurian,450,1,450
10152,204732,148,Mocha Thick Shake,185,1,185
10153,204733,280,Chicken Mughlai,233,1,233
10154,204733,769,Chikoo Fruit Shake,99,1,99
10155,204734,1136,Hyderabadi Bhurji Rice [400 Gm],210,1,210
10156,204735,152,Grilled Chicken With Thyme Sauce,350,2,700
10157,204736,280,Chicken Mughlai,233,2,466
10158,204736,659,Boiled Eggs (2 Pcs),30,2,60
10159,204737,702,Pindi Chole,140,1,140
10160,204737,1060,Butter Naan (1 Pc),65,1,65
10161,204738,879,Chicken Handi Biryani [1kg][served in handi and mix veg raita],529,3,1587
10162,204738,758,American Cheese Balls,210,1,210
10163,204739,341,Chinese Chopsuey,300,2,600
10164,204739,766,Garam Jalebi,143,1,143
10165,204739,726,Imperial Mix Mutton Parotta,190,1,190
10166,204740,979,Chicken-Scalloppine,635,1,635
10167,204740,567,Indonesian Mushroom,250,1,250
10168,204740,726,Imperial Mix Mutton Parotta,190,1,190
10169,204741,687,Baked Mughlai Paneer,215,1,215
10170,204742,877,Veg Jaipuri Rice Bowl,199,1,199
10171,204742,703,Gobi 65,185,1,185
10172,204742,184,Boondi Jaljeera,100,2,200
10173,204743,285,Hyderabadi Paneer (Spicy),200,1,200
10174,204744,1058,Veg Chinese Chop Suey Soft Noodles (Bland),250,1,250
10175,204744,637,Chicken Mushroom,235,1,235
10176,204745,314,Mix Fried Rice,220,1,220
10177,204746,470,Baby Corn in Manchurian Sauce,250,1,250
10178,204746,890,Baby corn Manchurian Dry,199,1,199
10179,204746,659,Boiled Eggs (2 Pcs),30,1,30
10180,204747,378,Singapore Noodles,285,1,285
10181,204747,591,Flamed Platter 3 (Seafood Platter),750,1,750
10182,204747,1071,Chatpata Tandoori Aloo,260,2,520
10183,204748,127,Mixed Vegetable Paratha PD,150,2,300
10184,204748,480,Kaju Badam Karachi Halwa,183,1,183
10185,204749,729,Hyderabad Chicken Biryani,190,1,190
10186,204749,989,Dark Fantasy Sundae- Karamel Kiss Dessert Jar,230,1,230
10187,204750,1117,Dal Punjabi,95,1,95
10188,204750,165,Kaju Draksh [loose Tub 500ml],125,1,125
10189,204750,260,Chilli Chicken- Andhra Style,290,1,290
10190,204751,1085,Paneer Butter Masala Thali,289,1,289
10191,204752,801,Assamese Non-veg Thali 299,329,1,329
10192,204752,1193,Chicken Pepper Dry [boneless],255,1,255
10193,204753,454,Prawns Chinese Chop Suey,300,1,300
10194,204753,1056,Haryali Paneer Kabab,250,1,250
10195,204754,119,Mix Veg Roast,175,1,175
10196,204755,103,Crispy Brown Onion Chicken Fried Rice,210,1,210
10197,204756,314,Mix Fried Rice,220,1,220
10198,204757,947,Chicken Lababdar B/L,320,1,320
10199,204757,916,Mushroom Tikka Dry,210,3,630
10200,204758,781,Punjabi Egg Curry [250 Gm],110,1,110
10201,204758,457,Chicken Sholay Kabab (B/L),319,1,319
10202,204759,1001,Paneer Mumtaj,259,2,518
10203,204759,166,Chilly Gobi,245,1,245
10204,204760,59,Bangda Fish Curry,250,1,250
10205,204760,68,Gobi Jeera Dry,188,1,188
10206,204760,784,Mocha Delite coffee,110,1,110
10207,204761,1001,Paneer Mumtaj,259,1,259
10208,204761,567,Indonesian Mushroom,250,1,250
10209,204762,55,Mustard/sorshe Style - Tilapia [jilapi] Fish Curry [1 Pc],199,1,199
10210,204762,123,Murg E Pathani Full,415,1,415
10211,204762,908,Sing Chikki,112,2,224
10212,204763,801,Assamese Non-veg Thali 299,329,1,329
10213,204763,469,Papad Rosted,35,1,35
10214,204764,243,Vegetable Gulabi,290,1,290
10215,204765,674,Pan-Seared Prawns Soft Tacos,390,2,780
10216,204765,15,Dahikebab,339,1,339
10217,204766,877,Veg Jaipuri Rice Bowl,199,1,199
10218,204766,472,Boneless Mutton Keema Hyderabadi,450,1,450
10219,204767,129,Naadan Mutton Curry,350,1,350
10220,204767,1192,Tandoori Kebab (6 Pcs),190,1,190
10221,204768,671,Shev Bhaji ( Served With 3 Fulkas),339,1,339
10222,204768,559,Egg Omelette (2 Eggs),110,1,110
10223,204769,414,Dum gosht handi,345,1,345
10224,204769,714,Potato Bhaji (4 Pcs),50,3,150
10225,204770,1173,Murgh Bemisal,449,1,449
10226,204770,726,Imperial Mix Mutton Parotta,190,2,380
10227,204771,572,Kappa Biryani (Poth),160,1,160
10228,204771,58,Plain Curd (300ml),49,3,147
10229,204771,227,Missi Chef,65,1,65
10230,204772,1097,Boneless 2 Persons Chicken Biryani,760,1,760
10231,204772,342,Spanish Delight Ice cream,160,1,160
10232,204773,794,Achari Matki Subzi,240,1,240
10233,204773,1192,Tandoori Kebab (6 Pcs),190,2,380
10234,204774,1188,Hyd. Mutton Biriyani (fry Pieces),280,2,560
10235,204774,683,Cool Snack Combo,159,1,159
10236,204775,674,Pan-Seared Prawns Soft Tacos,390,2,780
10237,204775,870,Vegetable Seekh Kebab,300,1,300
10238,204775,11,Mineral Water [500 Ml,29,1,29
10239,204776,702,Pindi Chole,140,1,140
10240,204776,1051,Chocolate Brownie & Ice cream Jar,179,1,179
10241,204777,798,Chicken Kolhapuri,249,1,249
10242,204777,1056,Haryali Paneer Kabab,250,1,250
10243,204777,614,Hariyali Prawn Tikka,620,1,620
10244,204778,14,Mutton Spicy Andhara Biryani,440,1,440
10245,204779,125,Pesto Paneer,380,2,760
10246,204779,659,Boiled Eggs (2 Pcs),30,1,30
10247,204780,234,Ginger Thokku [400 Gm],299,1,299
10248,204781,414,Dum gosht handi,345,1,345
10249,204781,1060,Butter Naan (1 Pc),65,1,65
10250,204782,671,Shev Bhaji ( Served With 3 Fulkas),339,2,678
10251,204783,826,Veg Pulao,246,2,492
10252,204783,512,Bharwan Tandoori Aloo,249,1,249
10253,204784,1093,Mongolian Chicken Rice,330,1,330
10254,204784,1003,Gobi Chilly,330,2,660
10255,204785,780,Bharwan Kulcha Cheese (1 Pc),109,1,109
10256,204785,296,Bun Tikki Cheese Slider,109,1,109
10257,204786,996,Fixed Lunch Wednesday,280,1,280
10258,204786,875,Dachen Chicken,299,1,299
10259,204786,11,Mineral Water [500 Ml,29,1,29
10260,204787,1097,Boneless 2 Persons Chicken Biryani,760,1,760
10261,204787,1083,Ebi Tempura,620,2,1240
10262,204787,648,Red Velvet Kulfi Thickshake,251,1,251
10263,204788,864,Cream Chicken,329,1,329
10264,204788,607,Samosa Chole Chaat (200 gms),90,2,180
10265,204788,203,Classic Tiramisu,139,1,139
10266,204789,152,Grilled Chicken With Thyme Sauce,350,1,350
10267,204789,195,Achari Paneer Tikka,285,1,285
10268,204789,9,Pepsi (250 Ml),40,1,40
10269,204790,687,Baked Mughlai Paneer,215,1,215
10270,204790,639,Babycorn 65,150,1,150
10271,204791,484,Boneless Biryani Combo,349,1,349
10272,204791,344,Crispy Fried Calamari & Sea Prawns,495,1,495
10273,204792,954,Mooli Paratha (1 Pc),55,1,55
10274,204792,239,Punjabi Salted Lassi,99,1,99
10275,204792,327,Black Currant,80,2,160
10276,204793,14,Mutton Spicy Andhara Biryani,440,1,440
10277,204793,297,50-50 Paratha,89,1,89
10278,204794,127,Mixed Vegetable Paratha PD,150,1,150
10279,204794,326,Chicken Achari Tikka,420,1,420
10280,204795,264,Vegetable Noodles,200,1,200
10281,204795,559,Egg Omelette (2 Eggs),110,1,110
10282,204796,762,Methi Matar Kaju Makhana,210,1,210
10283,204796,373,Matar Paratha ( 1 Pc ),139,1,139
10284,204796,1105,Tripple Chocolate Scoop,48,1,48
10285,204796,181,Chicken garlic kebab (6 pcs),315,1,315
10286,204797,706,Chicken Hong Kong Style Sauce,299,1,299
10287,204797,657,Paneer Cutlet (1 Pc) (50 gms),38,1,38
10288,204797,340,Salted Caramel Ice Cream Scoop (100 g),109,1,109
10289,204798,863,Kadhi Pakoda,199,1,199
10290,204798,245,Kashmiri Grilled Prawns,350,1,350
10291,204798,198,Almond Carnival 80gm,75,1,75
10292,204798,875,Dachen Chicken,299,1,299
10293,204799,107,Hyderabad Spl Chicken,299,1,299
10294,204800,826,Veg Pulao,246,1,246
10295,204801,130,Prawns In Chilli Basil Sauce,545,1,545
10296,204801,64,Chilly Chicken Andhra Style,289,2,578
10297,204801,327,Black Currant,80,1,80
10298,204802,107,Hyderabad Spl Chicken,299,2,598
10299,204802,250,Tawa Gobhi Paratha (2 Pcs),149,1,149
10300,204803,63,Chilli Garlic Mixed Noodles,225,2,450
10301,204803,593,Prawn Fry,250,2,500
10302,204804,1188,Hyd. Mutton Biriyani (fry Pieces),280,1,280
10303,204804,516,Cheese Dahi Puri,75,1,75
10304,204805,1094,Peppered Chicken,635,1,635
10305,204805,552,Gobi Pyaz Paratha,115,2,230
10306,204805,435,Kid's Treat,179,2,358
10307,204806,999,Fragrant Rice Vegetable,71,1,71
10308,204806,559,Egg Omelette (2 Eggs),110,1,110
10309,204806,1000,Vegetable Sandwich,195,1,195
10310,204807,805,Sichuan Veg Fried Rice,190,1,190
10311,204807,328,Bhel puri,70,1,70
10312,204807,62,Malai Gilori (2 Pcs),76,1,76
10313,204808,864,Cream Chicken,329,1,329
10314,204808,847,Masaledar Thanda Jal Jeera ( 250 Ml ),40,1,40
10315,204809,954,Mooli Paratha (1 Pc),55,1,55
10316,204809,587,Garlic Cheese Kulcha,48,1,48
10317,204809,1198,Spinach 'N' Corn Sandwich + Fresh Lime Juice,152,1,152
10318,204810,904,Gatta Masala,180,1,180
10319,204810,1111,Lemon Chicken Dry Boneless,289,1,289
10320,204811,152,Grilled Chicken With Thyme Sauce,350,1,350
10321,204811,774,Hard Base Pizza 6',97,1,97
10322,204812,993,Prawn Chengdu Chowmien,300,1,300
10323,204812,333,Gulab E Jamun,110,3,330
10324,204812,68,Gobi Jeera Dry,188,1,188
10325,204813,702,Pindi Chole,140,1,140
10326,204813,446,Tandoori Chicken (Full),640,1,640
10327,204813,588,Pista Malai 800 ML,137,1,137
10328,204814,35,Mangalorean Style - White Pomfret Fish Curry [1pc],399,1,399
10329,204814,53,Chicken Pakora,349,2,698
10330,204815,975,Grilled Vegetable,252,1,252
10331,204816,617,Chilli Garlic Egg Noodles,190,1,190
10332,204816,245,Kashmiri Grilled Prawns,350,1,350
10333,204816,177,Kara Lassi,60,1,60
10334,204817,63,Chilli Garlic Mixed Noodles,225,2,450
10335,204817,672,Malabar Lachha Paratha [150 Grams],95,1,95
10336,204818,55,Mustard/sorshe Style - Tilapia [jilapi] Fish Curry [1 Pc],199,1,199
10337,204818,597,Watermelon Iced Tea,200,1,200
10338,204819,330,Chicken Roasted Garlic Noodles,245,1,245
10339,204820,129,Naadan Mutton Curry,350,1,350
10340,204820,989,Dark Fantasy Sundae- Karamel Kiss Dessert Jar,230,1,230
10341,204821,40,Fresh Pork Naga Dal,360,1,360
10342,204821,1106,Green Pepper Chilli  B/L,319,1,319
10343,204822,246,Mattar of Paneer,140,1,140
10344,204822,726,Imperial Mix Mutton Parotta,190,1,190
10345,204822,1122,Milk Cake,51,1,51
10346,204823,864,Cream Chicken,329,1,329
10347,204823,123,Murg E Pathani Full,415,1,415
10348,204823,909,New York Cheesecake,209,2,418
10349,204824,595,Veg Pulao (250 Gms),48,1,48
10350,204824,559,Egg Omelette (2 Eggs),110,1,110
10351,204824,766,Garam Jalebi,143,1,143
10352,204824,373,Matar Paratha ( 1 Pc ),139,1,139
10353,204825,396,Maxican Fried Rice,269,1,269
10354,204825,140,Day Spl Chicken,200,1,200
10355,204826,243,Vegetable Gulabi,290,3,870
10356,204826,1053,Curryleaf Chicken,269,1,269
10357,204826,685,Pour Over-Hot,171,1,171
10358,204827,917,Egg Schezwan Curry,210,1,210
10359,204827,326,Chicken Achari Tikka,420,1,420
10360,204828,59,Bangda Fish Curry,250,1,250
10361,204829,453,Makai Methi Malai,250,2,500
10362,204829,242,Chat-pata Dhaba Chilli Cauliflower,345,1,345
10363,204830,671,Shev Bhaji ( Served With 3 Fulkas),339,1,339
10364,204830,1106,Green Pepper Chilli  B/L,319,1,319
10365,204831,246,Mattar of Paneer,140,2,280
10366,204831,380,Simply Nachos,250,1,250
10367,204831,940,Dry Fruit Ice Cream Milkshake,48,1,48
10368,204832,617,Chilli Garlic Egg Noodles,190,1,190
10369,204832,490,Coriander Fish,330,2,660
10370,204832,555,Mango Smoothie,110,1,110
10371,204833,127,Mixed Vegetable Paratha PD,150,1,150
10372,204833,685,Pour Over-Hot,171,1,171
10373,204834,390,Veg Fried Rice And Gravy,285,2,570
10374,204835,545,Traditional Legume Pesto,430,1,430
10375,204836,8,Veg Garlic Hakka Noodles,239,1,239
10376,204836,498,Fish Corinder,350,1,350
10377,204837,822,Baby Corn Chilli Fried Rice,255,1,255
10378,204837,433,Paneer Tikka Dry Malai [8 Pieces],299,1,299
10379,204837,335,North Executive Thali + Watermelon Juice,220,1,220
10380,204838,973,Chicken Kung Pow (gravy) (chinese),320,1,320
10381,204838,681,Avarekalu 100Gm,48,1,48
10382,204839,674,Pan-Seared Prawns Soft Tacos,390,1,390
10383,204839,68,Gobi Jeera Dry,188,1,188
10384,204839,325,Chicken Pepper Dry ( 6 Pcs ),180,1,180
10385,204840,519,Mushroom Baby Corn,260,1,260
10386,204840,1032,Rooh Afza Milk Shake,100,1,100
10387,204841,414,Dum gosht handi,345,1,345
10388,204842,975,Grilled Vegetable,252,1,252
10389,204842,670,Tandoori Aloo,300,2,600
10390,204843,1148,Murgh Dum Biryani,260,1,260
10391,204843,381,Kai Ga Prao,260,1,260
10392,204843,597,Watermelon Iced Tea,200,3,600
10393,204844,979,Chicken-Scalloppine,635,1,635
10394,204845,379,Baghara Bhat Fried Rice,220,1,220
10395,204845,473,Murg Sheek Kebab,155,1,155
10396,204846,725,Veg Special Gravy,195,3,585
10397,204846,297,50-50 Paratha,89,2,178
10398,204846,28,Nutty Belgian Dark Chocolate 800 ML,28,1,28
10399,204847,801,Assamese Non-veg Thali 299,329,1,329
10400,204847,678,Ferrero Rocher Fudge Sundae,229,1,229
10401,204848,702,Pindi Chole,140,1,140
10402,204848,1186,Jaljira With A Twist,89,1,89
10403,204849,443,Veg Hunan (gravy)(chinese),260,1,260
10404,204849,433,Paneer Tikka Dry Malai [8 Pieces],299,1,299
10405,204850,94,Vegetable Fried Rice,200,1,200
10406,204850,74,Walnut Brownie,99,1,99
10407,204851,975,Grilled Vegetable,252,1,252
10408,204851,46,Dragon Vegetables,195,2,390
10409,204851,1198,Spinach 'N' Corn Sandwich + Fresh Lime Juice,152,1,152
10410,204852,314,Mix Fried Rice,220,1,220
10411,204852,1051,Chocolate Brownie & Ice cream Jar,179,1,179
